Date,Open,High,Low,Close,Adj Close
2001-03-23,298.076935,307.615387,293.461548,307.615387,172.21933
2001-03-26,311.538452,315.384613,308.076935,309.461548,173.252869
2001-03-27,313.461548,324.923065,311.923065,322.384613,180.487869
2001-03-28,317.30767799999995,320.0,313.846161,319.615387,178.937531
2001-03-29,317.69232200000005,319.076935,313.076935,318.461548,178.29158
2001-03-30,321.153839,322.461548,317.076935,322.0,180.272537
2001-04-02,319.384613,328.076935,314.461548,321.538452,180.014053
2001-04-03,319.615387,319.923065,302.0,305.230774,170.88429299999999
2001-04-04,304.230774,314.615387,300.30767799999995,304.615387,170.539658
2001-04-05,315.384613,325.0,312.30767799999995,323.846161,181.306137
2001-04-06,319.615387,320.769226,310.384613,316.69232200000005,177.30105600000002
2001-04-09,318.769226,326.153839,317.076935,323.076935,180.875458
2001-04-10,328.846161,350.230774,327.69232200000005,337.153839,188.756561
2001-04-11,341.538452,342.30767799999995,328.846161,332.846161,186.344849
2001-04-12,335.0,343.846161,332.461548,343.846161,192.503159
2001-04-16,342.538452,344.230774,337.769226,343.461548,192.287811
2001-04-17,339.230774,349.923065,338.384613,349.69232200000005,195.776184
2001-04-18,352.923065,368.923065,350.153839,368.384613,206.241196
2001-04-19,365.384613,373.461548,364.076935,373.153839,208.911179
2001-04-20,373.153839,373.153839,365.384613,370.0,207.145508
2001-04-23,367.30767799999995,367.384613,360.615387,363.076935,203.269714
2001-04-24,361.538452,367.69232200000005,353.0,353.769226,198.058685
2001-04-25,359.230774,372.923065,356.923065,367.769226,205.89656100000002
2001-04-26,376.538452,379.923065,373.0,379.230774,212.31330899999998
2001-04-27,379.230774,384.230774,371.461548,384.230774,215.112717
2001-04-30,384.538452,384.69232200000005,369.30767799999995,373.30767799999995,208.997299
2001-05-01,369.615387,376.538452,367.69232200000005,376.230774,210.633759
2001-05-02,377.153839,380.30767799999995,370.153839,377.69232200000005,211.452118
2001-05-03,377.69232200000005,377.769226,369.30767799999995,373.076935,208.868134
2001-05-04,366.153839,384.461548,365.461548,384.076935,215.02659599999998
2001-05-07,384.076935,384.615387,380.615387,384.30767799999995,215.155731
2001-05-08,384.30767799999995,384.615387,374.69232200000005,380.615387,213.08853100000002
2001-05-09,376.923065,387.69232200000005,375.076935,380.230774,212.87329100000002
2001-05-10,385.769226,386.153839,380.076935,383.30767799999995,214.595764
2001-05-11,383.384613,384.615387,373.153839,377.0,211.064423
2001-05-14,377.0,384.538452,375.30767799999995,382.538452,214.165115
2001-05-15,382.538452,387.384613,379.230774,385.769226,215.97399900000002
2001-05-16,384.538452,401.923065,381.923065,401.615387,224.84545899999998
2001-05-17,400.0,404.846161,397.69232200000005,400.846161,224.41484100000002
2001-05-18,400.846161,407.615387,399.538452,407.615387,228.20451400000002
2001-05-21,407.615387,411.923065,405.384613,410.769226,229.970291
2001-05-22,408.846161,409.923065,397.69232200000005,405.230774,226.86950699999997
2001-05-23,403.461548,406.384613,393.769226,395.0,221.1418
2001-05-24,394.230774,399.461548,390.384613,395.384613,221.35713199999998
2001-05-25,393.846161,393.846161,381.153839,384.230774,215.112717
2001-05-29,387.615387,388.846161,381.923065,382.076935,213.906738
2001-05-30,382.076935,385.0,376.923065,377.076935,211.10757400000003
2001-05-31,378.076935,381.923065,375.0,376.923065,211.021362
2001-06-01,376.846161,380.076935,369.230774,376.923065,211.021362
2001-06-04,377.69232200000005,381.69232200000005,376.230774,380.384613,212.95936600000002
2001-06-05,378.461548,379.615387,374.0,378.30767799999995,211.796494
2001-06-06,376.923065,379.153839,372.384613,375.0,209.944809
2001-06-07,375.0,376.769226,370.538452,376.230774,210.633759
2001-06-08,375.69232200000005,375.69232200000005,367.615387,370.30767799999995,207.317795
2001-06-11,368.076935,376.538452,363.230774,364.615387,204.130814
2001-06-12,364.615387,379.0,355.846161,375.153839,210.030838
2001-06-13,370.0,379.153839,366.923065,368.076935,206.06878700000001
2001-06-14,375.153839,386.230774,368.076935,375.846161,210.418518
2001-06-15,371.538452,379.615387,369.230774,375.461548,210.20329300000003
2001-06-18,376.923065,382.461548,373.384613,376.923065,211.021362
2001-06-19,383.076935,384.461548,375.0,375.923065,210.461533
2001-06-20,374.615387,391.153839,373.615387,390.538452,218.64415
2001-06-21,387.69232200000005,403.230774,387.538452,394.230774,220.71116600000002
2001-06-22,393.076935,403.30767799999995,393.0,398.923065,223.33812000000003
2001-06-25,397.69232200000005,404.69232200000005,385.769226,386.538452,216.404694
2001-06-26,376.923065,384.384613,375.230774,375.30767799999995,210.116898
2001-06-27,374.615387,377.69232200000005,367.230774,371.230774,207.834503
2001-06-28,367.30767799999995,380.384613,364.538452,375.923065,210.461533
2001-06-29,376.923065,393.0,372.923065,376.923065,211.021362
2001-07-02,376.30767799999995,386.153839,376.0,386.153839,216.18931600000002
2001-07-03,380.769226,383.846161,378.923065,380.846161,213.21769700000002
2001-07-05,375.384613,380.0,372.30767799999995,372.846161,209.41568
2001-07-06,370.769226,371.0,358.461548,360.69232200000005,202.58938600000002
2001-07-09,360.769226,362.538452,356.153839,360.384613,202.416443
2001-07-10,359.615387,363.384613,351.461548,352.0,197.707031
2001-07-11,352.30767799999995,353.384613,340.769226,343.153839,192.738434
2001-07-12,353.076935,363.076935,345.384613,361.538452,203.064529
2001-07-13,358.461548,367.30767799999995,354.923065,365.0,205.008713
2001-07-16,362.69232200000005,365.384613,352.153839,355.538452,199.69448899999998
2001-07-17,351.923065,357.846161,349.230774,354.69232200000005,199.219223
2001-07-18,350.769226,355.769226,349.230774,355.0,199.39213600000002
2001-07-19,356.153839,365.0,354.076935,357.538452,200.81781
2001-07-20,359.230774,361.153839,355.230774,358.69232200000005,201.466019
2001-07-23,357.69232200000005,358.615387,347.69232200000005,348.461548,195.719574
2001-07-24,349.230774,350.384613,332.69232200000005,338.461548,190.102997
2001-07-25,341.538452,345.461548,331.923065,336.923065,189.238831
2001-07-26,338.076935,339.230774,332.69232200000005,336.538452,189.022751
2001-07-27,339.615387,345.0,337.30767799999995,343.461548,192.91124
2001-07-30,342.69232200000005,345.384613,333.846161,335.384613,188.374741
2001-07-31,333.461548,340.384613,330.69232200000005,334.615387,187.94271899999998
2001-08-01,330.769226,334.846161,326.153839,329.230774,184.918396
2001-08-02,331.538452,332.153839,323.846161,324.615387,182.325974
2001-08-03,325.384613,329.230774,322.30767799999995,328.846161,184.70236200000002
2001-08-06,326.153839,327.0,317.538452,318.384613,178.82634
2001-08-07,318.846161,329.615387,317.384613,329.0,184.78874199999998
2001-08-08,325.769226,326.923065,319.230774,320.384613,179.94970700000002
2001-08-09,320.384613,325.0,317.69232200000005,322.30767799999995,181.029907
2001-08-10,323.076935,329.30767799999995,318.384613,327.461548,183.924606
2001-08-13,326.923065,331.615387,323.230774,324.846161,182.45564299999998
2001-08-14,327.69232200000005,328.846161,320.769226,321.923065,180.813782
2001-08-15,323.076935,325.461548,320.846161,321.384613,180.511429
2001-08-16,319.461548,322.30767799999995,315.384613,320.0,179.733673
2001-08-17,317.69232200000005,318.461548,310.384613,313.846161,176.277267
2001-08-20,315.384613,322.30767799999995,310.846161,319.461548,179.431259
2001-08-21,319.384613,321.769226,310.769226,311.30767799999995,174.851501
2001-08-22,311.923065,317.69232200000005,309.923065,314.230774,176.493347
2001-08-23,314.615387,317.769226,312.384613,315.69232200000005,177.314178
2001-08-24,316.153839,325.076935,315.461548,323.0,181.41863999999998
2001-08-27,323.076935,327.384613,320.384613,324.384613,182.196396
2001-08-28,325.0,325.384613,316.538452,317.153839,178.135162
2001-08-29,320.384613,320.384613,312.384613,312.384613,175.456375
2001-08-30,313.076935,319.230774,306.461548,309.230774,173.684952
2001-08-31,308.846161,316.923065,308.230774,314.615387,176.709351
2001-09-04,314.615387,324.384613,310.384613,314.076935,176.406891
2001-09-05,315.230774,323.0,311.538452,320.769226,180.16568
2001-09-06,317.69232200000005,319.384613,310.846161,311.538452,174.981155
2001-09-07,307.69232200000005,310.0,302.615387,305.076935,171.351898
2001-09-10,300.076935,308.923065,299.615387,302.69232200000005,170.012497
2001-09-17,273.076935,286.153839,265.384613,270.384613,151.86625700000002
2001-09-18,270.769226,278.461548,258.153839,260.384613,146.249649
2001-09-19,264.615387,266.538452,238.461533,250.0,140.416962
2001-09-20,240.76922599999997,242.538467,233.615387,233.615387,131.214233
2001-09-21,223.07692000000003,250.07692000000003,219.23077400000003,240.76922599999997,135.232376
2001-09-24,259.615387,272.846161,251.92307999999997,270.769226,152.082321
2001-09-25,270.846161,277.923065,266.69232200000005,273.076935,153.378479
2001-09-26,276.923065,276.923065,269.230774,272.923065,153.986099
2001-09-27,273.846161,276.923065,269.384613,276.538452,156.02594
2001-09-28,279.230774,286.923065,277.076935,286.153839,161.45108000000002
2001-10-01,286.923065,290.461548,285.0,289.538452,163.360687
2001-10-02,288.846161,293.153839,282.230774,292.69232200000005,165.140121
2001-10-03,289.615387,295.923065,287.69232200000005,293.461548,165.574158
2001-10-04,295.769226,297.69232200000005,285.384613,287.615387,162.275711
2001-10-05,287.615387,289.923065,278.538452,288.076935,162.536072
2001-10-08,282.69232200000005,286.538452,278.846161,283.076935,159.715057
2001-10-09,283.076935,285.923065,280.076935,283.230774,159.801834
2001-10-10,283.153839,293.384613,280.846161,291.615387,164.532516
2001-10-11,295.384613,303.769226,294.615387,299.615387,169.046234
2001-10-12,299.538452,301.076935,288.538452,300.0,169.263184
2001-10-15,296.538452,300.615387,292.769226,298.923065,168.655685
2001-10-16,298.923065,301.923065,293.076935,295.923065,166.963013
2001-10-17,298.076935,298.153839,284.769226,285.769226,161.234116
2001-10-18,285.384613,288.461548,283.461548,286.538452,161.668091
2001-10-19,284.615387,287.69232200000005,281.076935,286.538452,161.668091
2001-10-22,285.769226,290.769226,284.69232200000005,289.30767799999995,163.23053000000002
2001-10-23,292.30767799999995,292.69232200000005,284.0,286.69232200000005,161.754898
2001-10-24,286.769226,291.538452,283.846161,285.230774,160.930283
2001-10-25,283.461548,292.0,277.230774,291.30767799999995,164.358902
2001-10-26,294.153839,299.846161,289.230774,299.076935,168.74246200000002
2001-10-29,297.30767799999995,298.076935,287.30767799999995,287.923065,162.44928000000002
2001-10-30,282.69232200000005,284.461548,279.384613,279.538452,157.718628
2001-10-31,281.538452,285.769226,278.846161,280.076935,158.02246100000002
2001-11-01,278.846161,294.076935,277.30767799999995,291.615387,164.532516
2001-11-02,289.230774,295.384613,285.230774,292.0,164.74946599999998
2001-11-05,296.923065,300.769226,295.69232200000005,298.230774,168.265045
2001-11-06,298.230774,307.538452,295.769226,306.153839,172.73521399999998
2001-11-07,305.0,307.384613,300.69232200000005,302.69232200000005,170.782242
2001-11-08,304.230774,311.30767799999995,303.461548,310.384613,175.122406
2001-11-09,309.923065,311.384613,306.461548,310.846161,175.382797
2001-11-12,306.923065,308.846161,297.0,303.30767799999995,171.129486
2001-11-13,307.69232200000005,312.230774,306.153839,312.0,176.033737
2001-11-14,315.0,318.461548,311.615387,314.461548,177.42263799999998
2001-11-15,314.461548,320.0,313.846161,319.615387,180.330414
2001-11-16,319.615387,319.615387,309.69232200000005,314.230774,177.292389
2001-11-19,316.538452,319.846161,313.076935,317.30767799999995,179.028412
2001-11-20,316.923065,321.30767799999995,313.846161,316.153839,178.37741100000002
2001-11-21,315.384613,316.923065,308.923065,311.153839,175.55629
2001-11-23,312.69232200000005,316.538452,311.923065,315.538452,178.030151
2001-11-26,318.846161,320.923065,315.384613,317.846161,179.332199
2001-11-27,316.923065,321.384613,312.538452,315.923065,178.24714699999998
2001-11-28,309.615387,315.384613,301.076935,302.69232200000005,170.782242
2001-11-29,302.69232200000005,306.076935,301.076935,305.615387,172.431534
2001-11-30,305.615387,306.769226,295.769226,296.153839,167.093155
2001-12-03,295.384613,295.384613,281.615387,284.0,160.23587
2001-12-04,290.384613,293.923065,284.615387,287.30767799999995,162.102081
2001-12-05,289.230774,294.30767799999995,285.461548,288.846161,162.970093
2001-12-06,291.538452,295.30767799999995,288.846161,290.384613,163.83819599999998
2001-12-07,290.461548,290.461548,285.0,285.769226,161.234116
2001-12-10,286.153839,293.461548,281.923065,283.076935,159.715057
2001-12-11,287.30767799999995,288.461548,280.30767799999995,283.0,159.671616
2001-12-12,288.076935,288.153839,278.538452,285.0,160.80011000000002
2001-12-13,283.461548,291.538452,281.153839,285.0,160.80011000000002
2001-12-14,285.0,292.230774,280.384613,289.615387,163.404068
2001-12-17,290.769226,298.846161,290.0,294.615387,166.225204
2001-12-18,305.769226,308.461548,302.69232200000005,305.538452,172.388092
2001-12-19,305.384613,315.230774,303.846161,313.69232200000005,176.988571
2001-12-20,313.846161,316.615387,312.538452,314.153839,177.248947
2001-12-21,316.153839,318.384613,315.0,318.076935,179.46241799999999
2001-12-24,318.076935,318.384613,315.384613,316.846161,178.76800500000002
2001-12-26,314.615387,317.538452,311.923065,311.923065,175.990326
2001-12-27,311.538452,315.0,310.153839,315.0,178.518875
2001-12-28,313.615387,316.30767799999995,310.923065,313.30767799999995,177.55969199999998
2001-12-31,311.923065,313.846161,307.923065,308.30767799999995,174.72616599999998
2002-01-02,310.0,315.0,308.076935,315.0,178.518875
2002-01-03,311.153839,314.769226,308.846161,312.384613,177.036652
2002-01-04,313.846161,318.0,309.846161,315.0,178.518875
2002-01-07,312.69232200000005,314.230774,300.769226,302.769226,171.587296
2002-01-08,305.0,307.769226,296.923065,299.615387,169.799973
2002-01-09,297.69232200000005,304.615387,293.769226,296.538452,168.056183
2002-01-10,296.538452,299.230774,295.384613,297.0,168.317703
2002-01-11,300.769226,301.153839,293.538452,294.076935,166.661133
2002-01-14,293.846161,295.769226,290.615387,291.538452,165.222549
2002-01-15,290.769226,299.923065,289.0,297.769226,168.75366200000002
2002-01-16,295.384613,296.076935,290.076935,290.153839,164.43786599999999
2002-01-17,299.230774,299.30767799999995,294.615387,298.076935,168.928131
2002-01-18,295.69232200000005,299.230774,294.230774,297.538452,168.622864
2002-01-22,303.461548,303.461548,294.076935,294.615387,166.96636999999998
2002-01-23,294.615387,294.69232200000005,288.384613,289.615387,164.132645
2002-01-24,293.076935,296.846161,287.230774,288.846161,163.696732
2002-01-25,292.30767799999995,295.230774,289.30767799999995,294.30767799999995,166.791931
2002-01-28,296.923065,297.076935,290.461548,293.461548,166.312408
2002-01-29,292.30767799999995,294.0,278.615387,280.461548,158.945023
2002-01-30,280.0,286.923065,265.30767799999995,283.69232200000005,160.775909
2002-01-31,284.615387,286.384613,273.076935,285.769226,161.953018
2002-02-01,283.846161,284.615387,279.923065,283.461548,160.645172
2002-02-04,276.153839,276.153839,267.076935,269.230774,152.58016999999998
2002-02-05,270.0,281.30767799999995,269.923065,278.538452,157.85505700000002
2002-02-06,279.615387,285.30767799999995,276.461548,284.30767799999995,161.124695
2002-02-07,284.69232200000005,291.076935,281.153839,286.153839,162.17091399999998
2002-02-08,287.69232200000005,290.384613,278.69232200000005,286.538452,162.388901
2002-02-11,286.538452,291.538452,285.0,290.769226,164.786575
2002-02-12,288.461548,289.230774,284.230774,288.461548,163.478836
2002-02-13,290.0,295.153839,288.461548,293.076935,166.094482
2002-02-14,293.076935,298.846161,288.769226,292.30767799999995,165.658478
2002-02-15,292.30767799999995,292.30767799999995,284.769226,285.461548,161.778564
2002-02-19,283.846161,284.615387,279.384613,280.0,158.683395
2002-02-20,281.0,290.384613,278.076935,289.0,163.783905
2002-02-21,292.153839,295.846161,287.538452,288.615387,163.565979
2002-02-22,288.615387,295.230774,285.230774,293.0,166.050888
2002-02-25,292.69232200000005,302.153839,292.30767799999995,301.538452,170.889771
2002-02-26,301.538452,301.923065,296.153839,298.076935,168.928131
2002-02-27,301.923065,303.69232200000005,296.153839,298.076935,169.716446
2002-02-28,301.923065,305.0,295.846161,296.153839,168.621475
2002-03-01,300.769226,303.461548,297.69232200000005,303.461548,172.78225700000002
2002-03-04,306.153839,309.615387,303.615387,309.230774,176.067093
2002-03-05,307.30767799999995,313.846161,306.153839,311.538452,177.381058
2002-03-06,311.538452,320.538452,310.769226,319.615387,181.979828
2002-03-07,321.153839,321.538452,310.769226,315.0,179.352005
2002-03-08,319.230774,321.846161,309.538452,312.30767799999995,177.81909199999998
2002-03-11,315.384613,318.230774,314.30767799999995,316.538452,180.227921
2002-03-12,311.538452,319.461548,310.230774,316.153839,180.008911
2002-03-13,313.461548,313.538452,307.076935,307.69232200000005,175.19116200000002
2002-03-14,309.615387,311.923065,307.69232200000005,310.846161,176.986877
2002-03-15,311.923065,314.615387,307.0,309.153839,176.02336100000002
2002-03-18,309.615387,311.923065,305.615387,306.923065,174.75311299999998
2002-03-19,307.69232200000005,308.461548,304.538452,306.923065,174.75311299999998
2002-03-20,305.69232200000005,308.769226,296.153839,298.461548,169.935471
2002-03-21,294.615387,296.923065,283.30767799999995,288.076935,164.02264399999999
2002-03-22,288.615387,292.230774,284.846161,291.30767799999995,165.86222800000002
2002-03-25,293.230774,294.076935,284.615387,284.923065,162.227036
2002-03-26,285.384613,290.923065,284.615387,287.0,163.40953100000002
2002-03-27,286.69232200000005,292.846161,285.0,288.076935,164.02264399999999
2002-03-28,290.0,291.846161,286.461548,287.69232200000005,163.803741
2002-04-01,285.0,288.076935,281.538452,286.923065,163.365799
2002-04-02,286.153839,286.153839,282.30767799999995,285.384613,162.48976100000002
2002-04-03,285.384613,286.30767799999995,276.923065,282.69232200000005,160.956909
2002-04-04,282.69232200000005,287.30767799999995,281.846161,286.923065,163.365799
2002-04-05,289.230774,290.769226,282.846161,285.384613,162.48976100000002
2002-04-08,280.769226,283.769226,279.846161,283.538452,161.438629
2002-04-09,283.076935,284.230774,278.923065,280.384613,159.642944
2002-04-10,281.0,287.384613,280.0,286.153839,162.92775
2002-04-11,282.30767799999995,282.846161,257.69232200000005,259.615387,147.817505
2002-04-12,265.0,265.0,253.846161,258.076935,146.941559
2002-04-15,254.615387,255.76922599999997,243.384613,245.0,139.495956
2002-04-16,250.0,256.615387,247.615387,254.615387,144.97065700000002
2002-04-17,257.69232200000005,261.384613,255.461533,258.846161,147.37956200000002
2002-04-18,258.923065,261.69232200000005,253.846161,260.0,148.036545
2002-04-19,262.69232200000005,262.69232200000005,257.846161,259.230774,147.59849499999999
2002-04-22,258.076935,258.076935,252.30769300000003,252.76922599999997,143.919525
2002-04-23,257.69232200000005,261.384613,251.153839,252.30769300000003,143.656754
2002-04-24,252.69230699999997,255.07692000000003,249.07692000000003,250.0,142.342819
2002-04-25,248.07692000000003,255.30769300000003,244.76922599999997,246.538467,140.371872
2002-04-26,252.30769300000003,252.30769300000003,242.153839,242.30769300000003,137.962997
2002-04-29,244.23077400000003,245.23077400000003,236.0,237.30769300000003,135.11618
2002-04-30,236.92307999999997,245.384613,231.92307999999997,242.69230699999997,138.182022
2002-05-01,244.23077400000003,245.07692000000003,236.538467,243.846161,138.838974
2002-05-02,243.461533,245.0,238.92307999999997,243.07692000000003,138.401001
2002-05-03,240.76922599999997,243.846161,236.461533,243.846161,138.838974
2002-05-06,242.69230699999997,246.538467,237.615387,238.23077400000003,135.6418
2002-05-07,238.461533,241.23077400000003,234.69230699999997,235.76922599999997,134.240219
2002-05-08,241.153839,254.0,240.76922599999997,252.69230699999997,143.875732
2002-05-09,250.0,250.153839,241.07692000000003,242.23077400000003,137.91925
2002-05-10,244.23077400000003,244.23077400000003,235.461533,235.76922599999997,134.240219
2002-05-13,235.0,238.846161,233.846161,237.30769300000003,135.11618
2002-05-14,242.69230699999997,243.538467,237.69230699999997,242.92307999999997,138.313446
2002-05-15,241.92307999999997,243.846161,237.76922599999997,237.92307999999997,135.46653700000002
2002-05-16,241.153839,246.153839,239.538467,246.153839,140.152908
2002-05-17,249.23077400000003,257.30767799999995,248.07692000000003,257.30767799999995,146.503555
2002-05-20,253.846161,253.92307999999997,249.846161,250.76922599999997,142.780869
2002-05-21,253.07692000000003,255.384613,246.153839,247.30769300000003,140.809875
2002-05-22,246.153839,247.615387,242.30769300000003,245.538467,139.802505
2002-05-23,246.92307999999997,253.461533,244.76922599999997,253.461533,144.313705
2002-05-24,253.461533,253.846161,249.846161,250.76922599999997,142.780869
2002-05-28,251.92307999999997,252.615387,245.07692000000003,246.538467,140.371872
2002-05-29,245.0,248.384613,240.846161,241.538467,137.525055
2002-05-30,237.69230699999997,241.538467,236.538467,240.0,136.649109
2002-05-31,240.0,243.69230699999997,238.461533,239.538467,136.386246
2002-06-03,239.538467,239.615387,230.384613,231.615387,131.875153
2002-06-04,230.76922599999997,233.92307999999997,229.153839,231.153839,131.61235
2002-06-05,232.69230699999997,234.30769300000003,229.30769300000003,231.92307999999997,132.050354
2002-06-06,233.07692000000003,233.07692000000003,223.92307999999997,225.384613,128.32751499999998
2002-06-07,218.461533,232.69230699999997,218.461533,232.30769300000003,132.26928700000002
2002-06-10,231.92307999999997,233.846161,228.846161,230.384613,131.17439299999998
2002-06-11,231.538467,234.23077400000003,225.76922599999997,226.153839,128.765472
2002-06-12,226.153839,233.92307999999997,225.76922599999997,233.461533,132.926224
2002-06-13,230.76922599999997,234.23077400000003,228.76922599999997,229.615387,130.736404
2002-06-14,226.92307999999997,229.23077400000003,222.153839,228.461533,130.079407
2002-06-17,230.76922599999997,235.76922599999997,229.846161,234.69230699999997,133.62704499999998
2002-06-18,233.846161,241.538467,232.615387,239.615387,136.430099
2002-06-19,236.153839,241.23077400000003,233.07692000000003,233.461533,132.926224
2002-06-20,232.69230699999997,234.92307999999997,227.69230699999997,228.461533,130.079407
2002-06-21,224.23077400000003,228.461533,221.153839,222.69230699999997,126.794579
2002-06-24,219.615387,230.76922599999997,216.153839,227.69230699999997,129.641403
2002-06-25,230.384613,232.23077400000003,220.76922599999997,222.30769300000003,126.575577
2002-06-26,211.538467,230.07692000000003,210.92307999999997,226.92307999999997,130.013275
2002-06-27,228.461533,230.76922599999997,221.07692000000003,230.0,131.77612299999998
2002-06-28,230.0,232.69230699999997,223.23077400000003,223.461533,128.030029
2002-07-01,223.538467,227.23077400000003,217.30769300000003,218.846161,125.38564299999999
2002-07-02,216.538467,219.30769300000003,210.846161,216.153839,123.84316299999999
2002-07-03,209.615387,215.0,206.92308,214.615387,122.96167
2002-07-05,221.153839,228.846161,219.23077400000003,228.384613,130.850601
2002-07-08,228.461533,230.153839,223.69230699999997,226.384613,129.704727
2002-07-09,226.153839,228.69230699999997,217.23077400000003,217.69230699999997,124.724556
2002-07-10,218.461533,221.153839,208.07692,208.07692,119.21553
2002-07-11,206.15383899999998,214.23077400000003,203.07692,210.384613,120.537697
2002-07-12,216.153839,230.23077400000003,208.84616100000002,220.0,126.0467
2002-07-15,219.07692000000003,219.384613,194.230774,217.30769300000003,124.50421899999999
2002-07-16,210.153839,216.538467,210.153839,211.92307999999997,121.41913600000001
2002-07-17,218.461533,219.153839,211.153839,217.30769300000003,124.50421899999999
2002-07-18,215.76922599999997,220.30769300000003,211.615387,213.07692000000003,122.08026100000001
2002-07-19,208.461533,213.07692000000003,201.92308,204.0,116.87975300000001
2002-07-22,203.84616100000002,206.84616100000002,194.92308,197.384613,113.08951599999999
2002-07-23,199.84616100000002,201.15383899999998,188.230774,190.769226,109.299255
2002-07-24,186.07692,205.769226,177.07692,204.07692,116.92375200000001
2002-07-25,204.615387,209.230774,198.84616100000002,205.0,117.45261399999998
2002-07-26,208.07692,214.461533,203.769226,213.846161,122.520981
2002-07-29,222.23077400000003,234.23077400000003,221.846161,234.23077400000003,134.200165
2002-07-30,230.76922599999997,244.30769300000003,228.0,243.07692000000003,139.26843300000002
2002-07-31,243.07692000000003,247.69230699999997,232.615387,247.69230699999997,141.912766
2002-08-01,246.92307999999997,248.384613,240.384613,241.538467,138.38696299999998
2002-08-02,237.30769300000003,240.30769300000003,223.76922599999997,226.92307999999997,130.013275
2002-08-05,225.76922599999997,228.384613,217.461533,217.69230699999997,124.724556
2002-08-06,225.0,235.384613,224.615387,228.07692000000003,130.674301
2002-08-07,234.384613,237.384613,227.30769300000003,236.538467,135.52226299999998
2002-08-08,236.92307999999997,247.69230699999997,235.461533,245.76922599999997,140.810974
2002-08-09,242.30769300000003,250.384613,240.30769300000003,249.23077400000003,142.79423500000001
2002-08-12,244.30769300000003,249.23077400000003,241.92307999999997,248.07692000000003,142.13313300000002
2002-08-13,244.615387,247.92307999999997,236.92307999999997,238.07692000000003,136.403763
2002-08-14,236.538467,247.30769300000003,229.23077400000003,245.384613,140.590576
2002-08-15,245.384613,249.30769300000003,239.846161,248.384613,142.30938700000002
2002-08-16,246.153839,248.461533,240.0,242.69230699999997,139.048035
2002-08-19,242.69230699999997,253.0,242.30769300000003,253.0,144.95372
2002-08-20,251.153839,251.846161,245.384613,248.07692000000003,142.13313300000002
2002-08-21,251.153839,253.0,245.07692000000003,248.461533,142.353485
2002-08-22,249.23077400000003,253.69230699999997,247.153839,251.538467,144.116409
2002-08-23,248.07692000000003,249.30769300000003,246.07692000000003,248.07692000000003,142.13313300000002
2002-08-26,248.846161,249.23077400000003,240.69230699999997,246.69230699999997,141.339813
2002-08-27,250.0,251.92307999999997,243.69230699999997,245.76922599999997,140.810974
